Avg Pump Difference,Lateral Length,TVD,DELAYED,BOUND_CODE,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure,Imputed
12.63,10100,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.511444884,50,2594.2212,310.2,1890.757538,455.1,1.0
102.51,12400,10255.0,1,11111000,2,772.0,1000.0,772.0,0.0,4252.0,4251.5,2,2366.0,1481.0,1624.0,3652.0,1914.0,27,1748.0,2508.5,1748.0,0,1748,1748,24,0.0,0.0,1,0.517879525,87,2269.844556,128.3,1693.156406,556.0,1.0
92.25,12400,10255.0,1,11111000,2,772.0,1000.0,772.0,0.0,4252.0,4251.5,2,2366.0,1481.0,1624.0,3652.0,1914.0,27,1748.0,2508.5,1748.0,0,1748,1748,24,0.0,0.0,1,0.52494356,89,2377.199546,120.3,1710.870419,523.8,1.0
6.34,10100,8240.0,0,10001001,1,2746.0,2925.0,2746.0,2646.0,1025.0,1025.0,0,2971.0,2697.0,1245.0,1014.0,1014.0,1,717.0,657.0,715.0,1,1656,1655,47,-4.8,-5.0,6,0.513847136,107,2730.315121,196.7,1933.705533,426.0,1.0
6.17,10100,8240.0,0,10001001,1,2746.0,2925.0,2746.0,2646.0,1025.0,1025.0,0,2971.0,2697.0,1245.0,1014.0,1014.0,1,717.0,657.0,715.0,1,1656,1655,47,-4.8,-5.0,6,0.513912062,120,2575.69115,239.3,2075.546549,527.9,1.0
7.24,7300,8180.0,0,10001000,2,1213.0,2691.5,1208.0,2535.0,1025.0,1025.0,0,2194.0,2192.0,65.0,856.0,1020.0,5,578.0,1384.0,578.0,2,1129,1129,26,-1.3,-2.5,4,0.505226105,35,2781.318653,294.9,2295.844348,416.0,1.0
-4.14,7300,8240.0,0,10001001,1,2746.0,2925.0,2746.0,2646.0,1025.0,1025.0,0,2971.0,2697.0,1245.0,1014.0,1014.0,1,717.0,1384.0,715.0,1,1656,1655,47,-4.8,-5.0,6,0.509502253,34,2906.213082,305.5,2247.58738,363.4,1.0
26.68,7300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,1384.0,569.0,1,1601,1601,44,5.0,5.0,4,0.497921332,91,2738.838669,217.1,1984.22885,327.7,1.0
0.67,10200,9000.0,0,11111000,4,2794.0,2693.0,2793.0,1172.0,1333.5,1333.25,0,2867.0,2530.0,857.0,2196.0,1065.0,0,879.0,575.0,879.0,4,1495,1379,316,0.2,0.0,9,0.554482208,30,3148.721362,291.6,2662.974152,638.3,1.0
-2.8,9400,10270.0,1,111000,0,2717.5,1301.0,2716.5,216.0,2480.0,2480.0,0,1870.0,883.0,1559.0,3475.0,3475.0,8,1440.0,411.0,1440.0,0,1440,1440,6,0.0,0.0,1,0.555906257,54,3202.266903,292.2,2314.917876,609.1,1.0
55.13,10200,10270.0,1,111000,0,2717.5,1301.0,2716.5,216.0,2480.0,2480.0,0,1870.0,883.0,1559.0,3475.0,3475.0,8,1440.0,411.0,1440.0,0,1440,1440,6,0.0,0.0,1,0.532132444,135,2924.140031,309.5,2087.818061,752.4,1.0
1.51,10100,8530.0,0,111100,4,2717.5,1301.0,2716.5,216.0,2480.0,2480.0,0,1870.0,883.0,1559.0,3475.0,3475.0,0,959.0,492.0,959.0,4,1561,1457,331,-5.0,-0.5,10,0.562450063,112,3132.012505,197.9,2839.83509,656.0,1.0
33.77,10800,8350.0,1,11011111,8,1707.0,630.0,1707.0,23.0,4690.0,4691.0,3,1985.0,1621.0,870.0,3368.0,4686.0,24,792.0,657.0,792.0,5,1304,1191,300,-18.6,-27.5,10,0.485013292,33,2582.552389,153.4,2372.739292,684.7,0.0
18.72,10300,8500.0,0,11011010,5,2143.0,612.0,2142.5,58.0,5046.0,5243.0,0,1743.5,1463.0,763.5,4614.5,4837.25,0,627.0,370.0,627.0,5,1221,1127,326,-7.5,-2.5,10,0.553742583,32,3214.919515,215.6,3058.222424,611.8,1.0
-0.55,9800,8325.0,1,10011111,7,998.5,577.0,990.0,127.0,3653.0,3654.0,3,1937.0,1557.0,886.0,4080.0,3654.0,19,708.0,278.0,708.0,4,697,648,130,0.3,0.5,4,0.502013393,35,2976.8894339999997,199.6,2509.734182,626.1,1.0
14.37,10600,10440.0,1,1111000,1,1671.0,1161.0,1582.0,90.0,2480.0,2480.0,0,2217.0,1623.0,1355.0,3030.0,2638.0,15,1000.0,1957.0,1000.0,1,1000,1000,18,0.0,0.0,1,0.492152253,99,2718.909404,164.0,2123.056545,644.9,1.0
45.67,10300,8515.0,0,11011101,7,1616.5,496.0,1597.0,9.0,4190.0,4190.0,0,1679.0,1488.0,617.0,4118.0,4166.0,0,959.0,372.0,959.0,7,1050,930,327,-3.9,1.0,10,0.542547808,132,3183.079823,189.3,3091.153367,476.8,1.0
-0.46,9800,10440.0,1,11111000,1,1901.0,1086.0,1901.0,115.0,3655.0,3655.0,0,2213.0,1703.0,1158.0,4221.0,4796.5,18,1000.0,475.0,1000.0,1,1000,1000,9,0.0,0.0,1,0.501979983,107,2833.0996,371.95,2879.175352,571.6,1.0
23.0,10600,10420.0,1,11111000,1,1887.0,1158.0,1887.0,31.0,3503.0,3503.0,0,2270.0,1710.0,1346.0,3591.0,3445.0,18,1000.0,1187.5,1000.0,1,1000,1000,18,0.0,0.0,1,0.488976519,162,2576.100462,198.1,2386.942578,616.2,1.0
11.92,9800,8375.0,1,11011111,8,1172.0,728.0,1171.5,107.0,5902.0,6296.0,3,1808.0,1438.0,910.0,5111.0,5508.5,16,755.0,484.0,755.0,5,1479,1408,284,11.6,2.0,12,0.498518451,167,2670.179469,156.0,2619.197522,730.6,1.0
0.89,15700,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,736.0,624.0,736.0,2,1074,790,626,0.7,1.0,3,0.544308289,131,3135.863594,222.0,1958.565871,250.8,1.0
-2.13,11100,8445.0,1,10101111,5,2081.0,489.0,2081.0,4.0,4293.0,4293.0,4,1948.0,1513.0,959.0,2326.0,1081.0,25,1439.0,266.0,1439.0,1,1048,959,183,0.7,1.0,3,0.522708084,445,2903.359808,154.7,2793.901301,621.5,0.0
-1.45,9800,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.551499235,42,3383.440746,176.9,2830.180516,619.8,1.0
-1.63,10000,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.551572593,38,3452.534082,254.1,2665.209027,740.3,1.0
0.25,15600,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,736.0,624.0,736.0,2,1074,790,626,0.7,1.0,3,0.544566161,228,3179.769204,209.3,2010.03753,809.2,1.0
3.63,11800,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,633.5,624.0,633.5,2,1074,790,626,0.7,1.0,3,0.595283831,119,2888.209673,172.5,2438.908726,577.7,1.0
10.28,11200,8445.0,1,10101111,5,2081.0,489.0,2081.0,4.0,4293.0,4293.0,4,1948.0,1513.0,959.0,2326.0,1081.0,25,1439.0,266.0,1439.0,1,1048,959,183,0.7,1.0,3,0.517916936,514,2810.670566,189.1,2379.488149,637.4,0.0
15.66,15400,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,736.0,624.0,736.0,2,1074,790,626,0.7,1.0,3,0.537945825,337,2758.176414,182.7,2054.635437,446.1,1.0
40.52,10000,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.534394724,133,3069.592497,251.7,2324.338199,702.7,1.0
5.25,10100,9205.0,1,11111101,6,974.0,397.0,974.0,3.0,4057.0,2787.0,5,1863.0,1739.0,473.0,3793.0,2788.0,24,579.0,475.0,579.0,1,928,928,3,1.0,1.0,2,0.591149071,317,3405.908673,242.3,2287.406549,594.9,1.0
-5.71,7400,9545.0,1,1111101,3,2207.0,752.0,2207.0,65.0,559.0,559.0,1,1723.0,1285.0,984.0,624.0,559.0,7,1450.0,365.0,1450.0,2,1004,957,209,-1.0,-1.0,4,0.510718973,358,3129.436529,137.3,3092.401778,435.3,1.0
22.28,10200,9205.0,1,11111101,6,974.0,397.0,974.0,3.0,4057.0,2787.0,5,1863.0,1739.0,473.0,3793.0,2788.0,24,579.0,475.0,579.0,1,928,928,3,1.0,1.0,2,0.583672645,392,3019.273459,246.6,2491.999092,604.9,1.0
81.66,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.511177664,48,2178.831474,163.6,1487.563294,707.9,1.0
1.55,7600,9570.0,1,11110010,3,1811.5,810.0,1811.0,52.0,560.0,560.0,1,1578.0,1093.0,1021.0,560.0,560.0,8,1450.0,264.0,1450.0,2,1078,1011,191,0.3,0.5,4,0.510585209,301,3317.264094,198.3,3062.836299,459.5,1.0
26.165,10200,8860.0,1,11111010,11,237.0,308.0,35.0,46.0,2259.0,2259.0,6,1769.0,1748.0,224.0,2129.0,2258.0,10,388.0,410.0,388.0,5,598,538,195,0.0,0.0,5,0.588176939,491,3120.067826,214.9,2437.221124,529.3,1.0
70.53,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.515657072,113,2147.943132,189.7,1531.745871,638.6,1.0
8.07,7600,10385.0,1,11111000,3,1348.0,679.0,1348.0,232.0,3451.0,3446.0,3,2164.0,1661.0,1166.0,2491.0,2586.0,32,1366.0,2207.0,1366.0,0,2081,860,1639,-10.0,-13.0,4,0.508119701,383,3156.085533,129.5,3062.097199,919.4,0.0
0.85,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.574264328,107,3479.21576,224.5,3024.888888,390.9,1.0
62.68,10300,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.518816402,187,2206.131451,734.0,1571.450458,659.5,1.0
0.88,10300,8160.0,1,10001000,2,616.0,2458.0,610.0,2424.0,1025.0,1025.0,1,1870.0,1864.0,113.0,790.0,1025.0,7,569.0,657.0,569.0,1,1601,1601,44,5.0,5.0,4,0.574251575,151,3440.218761,202.4,2890.949204,327.6,1.0
2.315,7300,8920.0,1,11011000,3,1217.0,936.0,1217.0,911.0,1016.0,1016.0,1,1999.0,1889.0,556.0,1134.0,1019.0,12,610.0,852.0,610.0,2,746,489,400,2.0,2.0,2,0.606818415,38,3148.416568,146.8,3195.083894,1018.0,1.0
11.23,7300,9315.0,1,11111010,7,837.0,556.0,836.0,15.0,2282.0,1700.0,4,1923.0,1773.0,554.0,2109.0,1699.0,32,784.0,242.0,784.0,3,1485,1124,751,2.9,-1.0,9,0.60038708,156,3119.387257,152.0,2420.874159,505.6,0.0
58.05,10500,8870.0,0,1110,3,2780.0,2486.0,2779.0,2471.0,2480.0,2480.0,0,2629.0,2606.0,276.0,1997.0,2000.0,3,858.0,541.0,858.0,3,1024,870,318,-1.2,-1.0,5,0.502460988,101,2485.747411,207.4,2501.605448,676.6,1.0
67.17,10500,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,2093.5,2098.5,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.498918962,246,2416.34651,224.1,2168.165348,805.0,1.0
-1.91,9800,9120.0,1,11011101,3,1526.0,851.0,1487.0,275.0,3873.0,3873.0,2,2045.0,1822.0,702.0,2052.0,1767.0,20,796.0,371.0,796.0,1,814,814,18,0.0,0.0,1,0.58533376,48,3012.960439,138.8,2625.100015,636.4,1.0
-0.13,9800,8765.0,1,11111101,10,705.0,374.0,704.0,44.0,5387.0,3314.0,9,1639.0,1405.0,634.0,4857.0,4959.5,30,818.0,475.0,818.0,1,818,818,4,0.0,0.0,1,0.582275356,49,2939.421008,193.2,2292.099985,766.5,1.0
29.05,7400,10085.0,1,11110000,0,2181.0,1158.0,1946.5,58.0,2042.5,2045.0,0,2263.0,1444.0,1577.0,2008.0,1441.0,20,1147.0,296.5,1147.0,0,1154,1154,6,0.0,0.0,1,0.539171012,171,2725.084317,152.6,1668.609211,502.0,1.0
33.22,7400,9980.0,1,11111000,1,734.0,1147.0,734.0,152.0,260.0,260.0,1,2186.0,1594.0,1309.0,3867.0,5269.5,18,1703.0,475.0,1703.0,0,1731,1731,1,0.0,0.0,1,0.537471243,220,2703.052235,183.5,1703.5611,550.8,1.0
-3.13,7300,8455.0,0,1001101,5,2207.0,716.0,2207.0,33.5,2480.0,2480.0,0,1789.5,1234.5,1089.5,2148.5,2479.5,0,1260.0,352.0,1260.0,5,1578,1431,458,1.9,-1.0,14,0.574183679,36,3418.652943,268.0,2803.295414,444.6,1.0
14.06,12600,9110.0,1,11011001,6,1465.0,710.0,1465.0,640.0,4406.0,4406.0,1,2172.0,2086.0,471.0,2866.0,2638.0,17,1011.0,597.0,1011.0,5,1018,737,597,-0.6,-1.0,7,0.552795941,679,3173.314467,577.2,1813.776337,532.9,0.0
52.38,11800,8215.0,1,10001011,2,1934.0,788.0,1914.0,0.0,5648.0,5647.5,2,1876.0,1518.0,770.0,4305.0,5032.0,10,1320.0,657.0,1320.0,0,1650,1650,14,1.0,1.0,2,0.482264741,39,2383.651435,147.2,1890.723517,673.8,1.0
-0.56,7300,8535.0,1,10011110,3,1620.0,1169.0,1619.0,1124.0,3251.5,3617.5,0,2220.0,2159.0,447.0,1924.0,1269.0,12,708.0,299.0,708.0,3,543,161,507,0.7,1.0,3,0.573094568,113,3349.964309,143.4,3174.788642,455.8,1.0
11.31,11800,8215.0,1,10001011,2,1934.0,788.0,1914.0,0.0,5648.0,5647.5,2,1876.0,1518.0,770.0,4305.0,5032.0,10,1320.0,657.0,1320.0,0,1650,1650,14,1.0,1.0,2,0.497507574,129,2692.737861,176.5,2094.233551,800.8,1.0
11.7,11400,9110.0,1,11011001,6,1465.0,710.0,1465.0,640.0,4406.0,4406.0,1,2172.0,2086.0,471.0,2866.0,2638.0,17,1011.0,597.0,1011.0,5,1018,737,597,-0.6,-1.0,7,0.556864871,195,3229.885956,868.2,2429.851705,491.7,0.0
3.86,9600,7345.0,1,11011101,6,637.0,397.0,636.0,188.0,4952.0,4794.0,5,1589.0,1474.0,418.0,4182.0,3460.5,14,677.0,371.0,676.0,1,1542,1542,25,17.7,1.0,3,0.548505379,278,2570.272566,109.0,2101.778068,195.8,1.0
7.71,9600,7345.0,1,11011101,6,637.0,397.0,636.0,188.0,4952.0,4794.0,5,1589.0,1474.0,418.0,4182.0,3460.5,14,677.0,371.0,676.0,1,1542,1542,25,17.7,1.0,3,0.546938715,342,2553.961908,111.5,2178.882147,177.6,1.0
-2.47,10200,9475.0,0,111000,3,2717.5,1301.0,2716.5,216.0,2480.0,2480.0,0,1870.0,883.0,1559.0,3475.0,3475.0,0,787.0,411.0,787.0,3,1263,858,689,-1.4,-1.5,10,0.606314397,76,2919.941462,276.5,2657.547911,596.9,1.0
-0.71,10200,9475.0,0,111000,3,2717.5,1338.0,2716.5,188.0,2480.0,2480.0,0,2126.0,1175.0,1648.0,4691.0,4987.0,0,787.0,411.0,787.0,3,1263,858,689,-1.4,-1.5,10,0.605526426,98,2859.650296,280.7,2451.90137,520.2,1.0
12.44,9600,7345.0,1,11011101,6,637.0,397.0,636.0,188.0,4952.0,4794.0,5,1589.0,1474.0,418.0,4182.0,3460.5,14,677.0,371.0,676.0,1,1542,1542,25,17.7,1.0,3,0.545013956,376,2499.417045,105.0,1969.816576,226.6,1.0
5.27,12600,9310.0,1,11111100,4,1228.0,814.0,1228.0,3.0,1701.0,1700.5,2,2248.0,2056.0,623.0,1907.0,624.0,21,844.0,843.0,844.0,2,1654,1442,611,-2.3,1.0,7,0.577359106,456,3242.812405,153.3,2877.138122,227.0,0.0
-7.0,9800,8435.0,0,1110,3,2655.0,2475.0,2654.0,2434.0,2480.0,2480.0,0,2643.0,2623.0,236.0,1074.0,1074.0,2,850.0,485.0,850.0,3,1149,1033,287,-1.2,-1.0,5,0.561498688,44,2769.57419,130.6,2289.427364,334.0,1.0
5.71,7500,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,1042.5,624.0,1042.5,2,1074,790,626,0.7,1.0,3,0.494821106,41,2278.39469,249.8,1324.59823,647.2,1.0
10.62,7500,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,1042.5,624.0,1042.5,2,1074,790,626,0.7,1.0,3,0.493016176,88,2189.968557,190.1,1408.901054,694.5,1.0
16.97,7500,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,1042.5,624.0,1042.5,2,1074,790,626,0.7,1.0,3,0.490681897,134,2204.64935,191.0,1123.938884,696.4,1.0
59.23,10000,8475.0,1,11001111,5,697.0,530.0,695.0,171.0,3489.0,3488.5,2,1801.0,1677.0,504.0,1856.0,1651.0,12,880.0,544.0,880.0,3,1635,1516,322,-0.6,-1.0,7,0.543280909,564,2825.472997,179.4,2453.491958,772.5,0.0
4.26,10000,9085.0,0,11111101,5,2794.0,2693.0,2793.0,1172.0,171.0,171.0,0,2867.0,2530.0,857.0,2196.0,1065.0,5,795.0,424.0,795.0,5,1703,1486,597,1.8,1.0,24,0.573436957,435,3159.452174,215.0,3048.83913,542.3,1.0
5.1,9000,9042.5,1,11111000,2,2611.0,942.0,2610.0,0.0,1049.0,1048.5,2,2471.0,1701.0,1581.0,1275.0,1035.0,41,1134.0,475.0,1134.0,0,1149,1149,23,0.0,0.0,1,0.541161144,38,3480.652674,194.3,3228.586918,333.8,1.0
12.08,8800,10520.0,1,11111000,1,1415.0,961.0,1415.0,0.0,2862.0,2862.0,1,2391.0,1577.0,1553.0,2937.0,2875.0,37,1201.0,1391.0,1200.0,0,1201,1200,38,0.0,0.0,1,0.538356253,118,3531.805048,135.3,3114.487134,409.8,1.0
42.28,9000,10520.0,1,11111000,1,1415.0,961.0,1415.0,0.0,2862.0,2862.0,1,2391.0,1577.0,1553.0,2937.0,2875.0,37,1201.0,1391.0,1200.0,0,1201,1200,38,0.0,0.0,1,0.526220478,112,3223.889381,114.0,3042.133097,534.9,1.0
20.89,10200,9065.0,1,10011101,3,1059.0,181.0,1042.0,88.0,4614.0,4614.0,1,1730.0,1684.0,281.0,3607.0,3968.0,9,576.0,1032.0,565.0,2,1382,1323,224,-1.0,-1.0,4,0.505115363,29,3272.850619,186.2,2823.121947,723.1,0.0
6.69,10000,9085.0,0,11111101,5,2794.0,2693.0,2793.0,1172.0,171.0,171.0,0,2867.0,2530.0,857.0,2196.0,1065.0,5,795.0,424.0,795.0,5,1703,1486,597,1.8,1.0,24,0.578302868,280,3301.484148,466.2,3030.730342,424.7,1.0
95.62,10200,8815.0,1,10111000,3,1202.0,906.0,1201.0,879.0,3612.0,3612.0,1,1872.0,1833.0,299.0,3124.0,3208.0,13,670.0,491.0,660.0,2,836,76,831,0.7,1.0,3,0.476753042,129,2899.779,333.0,2069.137445,1131.9,1.0
74.43,10200,9065.0,1,10011101,3,1059.0,181.0,1042.0,88.0,4614.0,4614.0,1,1730.0,1684.0,281.0,3607.0,3968.0,9,576.0,1032.0,565.0,2,1382,1323,224,-1.0,-1.0,4,0.484795295,236,2869.74137,318.0,1955.017345,1017.6,0.0
19.04,15500,8700.0,0,11111000,3,2820.0,2048.0,2820.0,1960.0,2067.5,2067.25,0,2582.0,2533.0,405.0,399.0,399.0,3,860.0,626.0,860.0,3,894,688,381,1.2,1.0,5,0.508894243,112,2652.091397,314.6,2083.410681,530.0,1.0
20.93,16000,7720.0,1,11111000,3,2269.0,1220.0,2258.0,266.0,5288.5,5286.75,0,2306.0,1965.0,924.0,2533.0,875.0,7,720.0,402.0,720.0,3,890,823,208,1.2,1.0,5,0.508172567,197,2741.192112,235.2,1695.031604,487.2,1.0
18.53,10200,8985.0,1,11111101,4,736.0,843.0,734.0,214.0,2496.0,2495.5,2,1938.0,1622.0,767.0,2031.0,2437.0,18,633.5,624.0,633.5,2,1074,790,626,0.7,1.0,3,0.574648808,250,2981.228426,254.6,2521.525948,490.1,1.0
-6.95,10300,8390.0,0,10001101,4,616.0,2458.0,610.0,2424.0,1025.0,1025.0,0,1870.0,1864.0,113.0,790.0,1025.0,0,843.0,657.0,843.0,4,1512,1433,316,1.2,1.0,10,0.552904246,33,2901.40995,180.0,2612.251004,492.5,1.0
19.72,10300,8390.0,0,10001101,4,616.0,2458.0,610.0,2424.0,1025.0,1025.0,0,1870.0,1864.0,113.0,790.0,1025.0,0,843.0,657.0,843.0,4,1512,1433,316,1.2,1.0,10,0.544716692,31,2862.625148,174.9,2721.909165,527.1,1.0
8.31,15400,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.564166454,310,3348.244094,229.3,2846.434552,1109.5,1.0
21.04,9900,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.51058827,39,2537.420385,190.7,1685.325063,580.9,1.0
21.98,10000,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.510739265,112,2325.636337,197.6,2008.504109,543.5,1.0
5.87,15800,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.565191085,415,3355.734944,320.7,3106.09055,538.4,1.0
13.8,10000,10415.0,1,11100000,2,892.0,980.0,888.0,50.0,1764.0,1764.0,2,2071.0,1242.0,1483.0,1840.0,1764.0,12,1455.0,340.0,1455.0,0,1490,1490,4,0.0,0.0,1,0.513880965,178,2519.909296,324.3,1889.667164,633.4,1.0
37.0,15800,8335.0,0,10001001,2,2746.0,2418.0,2746.0,2412.0,1025.0,1025.0,0,2678.0,2607.0,432.0,732.0,700.5,4,562.0,1384.0,562.0,2,1556,1556,21,7.1,16.0,7,0.552118641,488,3169.855167,185.2,3050.102809,531.4,1.0
15.19,10000,10055.0,1,11111000,0,1341.0,1291.0,1341.0,71.0,3478.0,3478.0,0,2444.0,1728.0,1475.0,3145.0,1743.0,33,1283.0,475.0,1283.0,0,1326,1326,19,0.0,0.0,1,0.566522913,135,2778.035644,687.2,2535.961762,456.7,1.0
19.2,10000,10285.0,1,11111000,1,1038.0,1115.0,1038.0,0.0,2020.0,2020.0,1,2536.0,1680.0,1639.0,3847.0,2443.0,29,1775.0,475.0,1775.0,0,1783,1783,28,0.0,0.0,1,0.564823254,126,2569.498384,140.3,2313.074005,597.7,1.0
38.38,10000,10275.0,1,11110000,1,1633.0,984.0,1633.0,4.0,5286.0,5286.0,1,2275.0,1394.0,1586.0,3199.0,3837.0,16,1639.0,1800.0,1639.0,0,1950,1402,1085,-0.7,-1.0,3,0.556693708,190,2584.143363,124.1,2555.544148,399.2,1.0
19.4,10400,10090.0,1,11110000,0,1998.0,1408.0,1763.5,42.0,2212.5,2212.75,0,2582.0,1602.0,1871.0,1799.0,1843.0,20,1511.0,475.0,1511.0,0,1647,1647,1,0.0,0.0,1,0.547718405,219,2666.452682,131.6,1770.280839,800.3,1.0
19.03,10400,10090.0,1,11110000,0,2097.5,1408.0,1863.0,42.0,2212.5,2212.75,0,2582.0,1602.0,1871.0,1799.0,1843.0,20,1511.0,475.0,1511.0,0,1647,1647,1,0.0,0.0,1,0.547870505,266,2722.559369,170.9,2523.886118,688.0,1.0
36.14,10400,10090.0,1,11110000,0,2097.5,1408.0,1863.0,42.0,2212.5,2212.75,0,2582.0,1602.0,1871.0,1799.0,1843.0,20,1511.0,475.0,1511.0,0,1647,1647,1,0.0,0.0,1,0.540836906,285,2655.381216,154.5,2462.709788,547.5,1.0
28.1,10500,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,1025.0,1025.0,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.502990114,154,2913.556622,291.7,1741.495752,676.9,1.0
31.06,10400,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,2093.5,2098.5,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.501865337,213,2964.785264,252.1,2221.265448,624.0,1.0
33.72,10000,7520.0,1,10001000,2,784.0,1178.0,782.0,243.0,3968.0,3968.0,1,1628.0,1626.0,79.0,4105.0,4104.5,4,1980.0,696.0,1980.0,1,1556,1540,155,-0.7,-1.0,3,0.492131695,41,2410.974005,144.5,2433.602601,375.6,1.0
5.62,10400,8810.0,0,10001101,4,1781.0,1587.0,1778.0,1491.0,1025.0,1025.0,0,2300.0,2250.0,295.0,1923.0,1481.5,12,666.0,682.0,666.0,4,851,706,343,0.0,0.0,5,0.511532341,309,3061.117722,306.5,1963.574113,883.5,1.0
